Designator,Mid X,Mid Y,Rotation,Layer
C1,137.2683,-85.645,0.0,top
C2,137.2683,-88.6083,0.0,top
C3,137.2683,-91.5717,0.0,top
C4,137.2633,-94.535,180.0,top
C6,147.3879,-86.0232,270.0,top
IC1,147.3835,-91.3765,180.0,bottom
P1,142.875,-101.6,90.0,top
P2,151.13,-101.6,90.0,top
R1,140.97,-86.0025,90.0,top
R3,144.145,-86.0025,90.0,top
R4,150.495,-86.0025,90.0,top
R5,153.67,-86.0025,90.0,top
U1,157.2683,-90.325,0.0,top
U2,157.4008,-85.965,270.0,top
